order_id,customer_id,order_date,product_category,order_value,discount,shipping_days,payment_method,returned
O01054,C0243,2025-01-08,Fashion,2514.41,5,4,Card,Yes
O01055,C0243,2024-12-29,Fashion,2287.49,10,1,Wallet,No
O01056,C0243,2025-04-25,Electronics,3652.04,5,8,Wallet,Yes
O01057,C0243,2025-08-18,Home,4385.31,15,2,Wallet,No
O01058,C0243,2025-05-08,Home,1273.04,0,2,UPI,Yes
O01059,C0243,2025-08-26,Electronics,3754.79,20,4,COD,Yes
O01060,C0243,2025-07-29,Home,4779.53,0,1,Card,No
O01061,C0243,2025-11-19,Fashion,1734.29,20,6,Card,Yes
O01062,C0244,2025-05-21,Books,4218.64,5,8,COD,Yes
O01063,C0244,2024-08-26,Beauty,3074.63,0,5,COD,No
O01064,C0244,2025-02-27,Electronics,2576.12,10,7,Card,Yes
O01065,C0245,2026-04-16,Electronics,1635.69,20,3,Wallet,No
O01066,C0245,2026-05-17,Books,3453.91,15,6,UPI,No
O01067,C0245,2025-12-25,Beauty,3542.61,15,4,UPI,Yes
O01068,C0245,2026-02-05,Home,3810.88,15,1,Card,Yes
O01069,C0245,2026-06-06,Fashion,3540.59,5,5,Card,Yes
O01070,C0245,2025-03-20,Fashion,1938.68,15,2,Wallet,Yes
O01071,C0245,2025-05-07,Fashion,661.03,0,8,UPI,No
O01072,C0245,2026-05-29,Fashion,4854.69,0,7,UPI,Yes
O01073,C0246,2024-10-22,Home,3933.11,15,7,COD,Yes
O01074,C0246,2024-11-22,Books,759.81,20,2,Card,Yes
O01075,C0246,2025-11-26,Beauty,1513.88,5,2,Wallet,No
O01076,C0246,2025-10-10,Electronics,1632.14,10,3,UPI,Yes
O01077,C0246,2025-09-11,Books,4101.77,20,1,Wallet,Yes
O01078,C0246,2026-01-05,Fashion,4218.29,0,2,Card,Yes
O01079,C0246,2024-07-28,Electronics,2862.66,0,6,Card,Yes
O01080,C0247,2025-04-07,Beauty,2629.51,5,6,Wallet,Yes
O01081,C0247,2025-08-12,Beauty,1642.88,15,5,Card,No
O01082,C0248,2025-04-02,Fashion,3380.56,0,1,Card,Yes
O01083,C0248,2025-10-24,Fashion,4309.21,20,4,Card,No
O01084,C0248,2025-10-02,Electronics,816.76,20,7,COD,No
O01085,C0248,2026-01-16,Books,3318.89,15,3,UPI,No
O01086,C0249,2025-02-23,Fashion,3221.93,10,5,Card,No
O01087,C0249,2025-05-19,Books,1718.53,0,7,Card,Yes
O01088,C0249,2025-09-15,Beauty,798.18,15,2,UPI,No
O01089,C0249,2025-03-14,Home,1941.53,5,6,Card,No
O01090,C0250,2024-05-12,Beauty,1043.51,15,5,UPI,No
O01091,C0250,2024-10-21,Electronics,2847.4,5,2,COD,No
O01092,C0251,2024-12-24,Fashion,245.59,5,3,Wallet,No
O01093,C0251,2024-05-27,Fashion,4608.52,20,6,Wallet,No
O01094,C0251,2024-10-07,Books,2307.01,20,6,COD,No
O01095,C0252,2026-03-11,Electronics,2151.27,0,6,UPI,Yes
O01096,C0252,2025-08-06,Electronics,992.54,10,1,Wallet,Yes
O01097,C0253,2026-10-17,Books,3488.58,0,2,Card,Yes
O01098,C0253,2026-07-17,Fashion,3572.44,20,6,UPI,No
O01099,C0253,2025-10-27,Fashion,3437.71,0,4,COD,Yes
O01100,C0253,2026-10-16,Books,1895.8,15,1,Wallet,Yes
O01101,C0253,2026-05-25,Fashion,4854.7,20,6,UPI,No
O01102,C0253,2026-03-10,Fashion,2519.0,0,5,Wallet,Yes
O01103,C0253,2026-03-16,Books,4659.72,20,1,Wallet,Yes
O01104,C0253,2026-05-07,Home,228.28,10,8,COD,Yes
O01105,C0254,2024-01-13,Fashion,686.42,0,8,Card,No
O01106,C0254,2024-05-09,Fashion,4582.92,10,1,Card,No
O01107,C0254,2025-02-11,Books,1996.69,5,6,COD,Yes
O01108,C0254,2025-03-28,Fashion,3350.14,5,8,COD,No
O01109,C0254,2024-01-09,Electronics,1924.34,5,4,COD,Yes
O01110,C0254,2024-05-19,Electronics,2093.82,5,6,Card,No
O01111,C0255,2026-09-26,Home,4039.14,15,3,Wallet,Yes
O01112,C0255,2025-08-27,Fashion,4796.86,5,1,COD,Yes
O01113,C0255,2026-01-04,Books,449.79,20,6,UPI,No
O01114,C0255,2026-09-10,Electronics,1589.44,15,8,Card,Yes
O01115,C0255,2026-10-12,Electronics,1096.93,10,5,Card,No
O01116,C0255,2025-11-26,Beauty,2474.69,20,2,Card,Yes
O01117,C0255,2025-10-06,Books,1301.04,0,3,COD,Yes
O01118,C0255,2025-10-03,Electronics,2246.25,0,4,Wallet,No
O01119,C0256,2025-12-06,Electronics,2500.14,10,7,UPI,No
O01120,C0256,2025-10-03,Books,1546.67,5,6,COD,Yes
O01121,C0256,2025-03-31,Home,396.27,5,1,COD,No
O01122,C0256,2025-07-09,Books,4560.71,5,2,COD,No
O01123,C0256,2025-10-03,Electronics,1804.55,0,2,Card,No
O01124,C0256,2025-09-30,Beauty,3758.2,20,6,COD,Yes
O01125,C0257,2025-04-11,Electronics,3221.88,20,2,Card,Yes
O01126,C0257,2026-02-28,Beauty,4642.4,20,2,COD,No
O01127,C0258,2025-02-20,Beauty,813.59,10,7,COD,No
O01128,C0258,2026-04-11,Books,3223.35,0,2,Wallet,No
O01129,C0258,2026-06-27,Fashion,4670.4,20,1,COD,Yes
O01130,C0259,2025-07-10,Fashion,2576.12,15,2,Wallet,No
O01131,C0259,2025-07-13,Fashion,3114.65,0,4,Card,Yes
O01132,C0259,2024-06-07,Beauty,4419.94,20,8,COD,No
O01133,C0259,2025-01-09,Beauty,1622.55,0,5,Card,Yes
O01134,C0260,2024-11-04,Electronics,4650.79,5,5,Card,Yes
O01135,C0260,2024-01-26,Home,3313.5,0,6,COD,Yes
O01136,C0260,2025-03-18,Home,4512.01,0,5,UPI,No
O01137,C0261,2025-05-19,Beauty,4739.15,20,5,Card,No
O01138,C0261,2024-12-04,Beauty,1756.46,15,4,Card,No
O01139,C0262,2024-10-31,Fashion,2405.07,20,3,Wallet,Yes
O01140,C0262,2025-02-11,Fashion,301.03,15,3,Card,Yes
O01141,C0262,2024-09-22,Books,545.83,15,4,UPI,Yes
O01142,C0262,2024-05-11,Books,3095.81,0,7,UPI,Yes
O01143,C0262,2024-06-12,Home,834.46,5,2,UPI,Yes
O01144,C0262,2024-08-15,Electronics,2803.38,5,6,Card,No
O01145,C0262,2025-07-27,Home,4114.23,15,5,Card,Yes
O01146,C0262,2024-06-25,Beauty,2808.93,0,5,UPI,Yes
O01147,C0263,2024-10-09,Books,315.2,5,7,COD,No
O01148,C0264,2024-08-16,Home,1277.71,0,5,COD,Yes
O01149,C0264,2025-04-30,Electronics,4631.93,20,2,Card,Yes
O01150,C0264,2025-07-08,Books,2746.31,5,3,COD,No
O01151,C0265,2025-03-26,Electronics,4091.45,5,2,Card,No
O01152,C0265,2024-11-26,Electronics,2074.88,0,8,Wallet,No
O01153,C0265,2024-11-23,Fashion,634.15,15,3,COD,No
O01154,C0265,2025-11-16,Beauty,2234.39,10,7,Card,Yes
O01155,C0265,2025-07-25,Beauty,2209.57,20,8,Wallet,Yes
O01156,C0265,2025-07-26,Beauty,601.37,20,7,Card,Yes
O01157,C0266,2024-09-14,Home,4620.34,10,1,Card,No
O01158,C0266,2025-08-15,Fashion,891.87,5,7,Card,Yes
O01159,C0266,2024-09-19,Books,762.73,0,3,Wallet,No
O01160,C0266,2024-06-25,Books,3566.73,20,2,Card,Yes
O01161,C0266,2024-09-28,Fashion,1953.17,0,2,UPI,No
O01162,C0266,2024-10-01,Fashion,3874.0,20,8,COD,No
O01163,C0266,2025-06-26,Electronics,3668.28,10,8,UPI,Yes
O01164,C0266,2024-07-01,Beauty,4429.55,5,1,Card,Yes
O01165,C0267,2025-12-17,Books,1668.96,5,4,COD,Yes
O01166,C0267,2026-01-07,Fashion,2012.29,15,3,UPI,Yes
O01167,C0267,2025-08-27,Books,1081.73,15,2,COD,No
O01168,C0267,2025-08-15,Books,991.16,5,6,COD,Yes
O01169,C0267,2024-11-05,Electronics,573.48,5,6,COD,Yes
O01170,C0268,2025-04-29,Fashion,3264.27,10,1,UPI,Yes
O01171,C0268,2026-02-12,Electronics,419.27,10,6,UPI,No
O01172,C0268,2025-07-21,Home,4801.95,15,4,COD,Yes
O01173,C0268,2025-01-12,Beauty,1790.33,5,2,UPI,No
O01174,C0269,2025-02-04,Electronics,3475.4,5,2,Card,Yes
O01175,C0269,2025-02-13,Books,4968.4,5,6,COD,No
O01176,C0269,2025-09-05,Electronics,3192.66,15,7,Card,Yes
O01177,C0270,2025-02-16,Home,4062.69,20,3,UPI,No
O01178,C0270,2025-02-13,Home,2383.08,5,3,UPI,No
O01179,C0270,2025-11-16,Fashion,1896.17,15,2,COD,No
O01180,C0270,2025-07-29,Fashion,3863.1,0,8,Wallet,Yes
O01181,C0270,2025-11-16,Books,4323.22,20,7,Card,No
O01182,C0270,2025-11-19,Home,2659.9,0,6,Wallet,No
O01183,C0270,2025-08-05,Beauty,4411.56,0,1,Card,Yes
O01184,C0270,2025-04-16,Books,4294.69,5,5,Wallet,Yes
O01185,C0271,2025-08-17,Electronics,3283.93,0,8,Card,Yes
O01186,C0271,2025-06-05,Books,3887.44,10,4,UPI,No
O01187,C0271,2025-04-10,Fashion,4982.9,15,8,UPI,No
O01188,C0271,2025-08-03,Books,383.76,5,3,Card,No
O01189,C0271,2024-05-27,Electronics,4941.49,10,7,Wallet,No
O01190,C0271,2024-11-29,Books,459.57,10,1,COD,Yes
O01191,C0271,2024-07-19,Books,880.34,0,5,COD,No
O01192,C0271,2025-06-28,Fashion,2718.93,0,5,UPI,No
O01193,C0272,2025-10-24,Books,2770.43,10,3,Wallet,Yes
O01194,C0272,2025-01-14,Home,573.48,10,3,UPI,Yes
O01195,C0272,2025-10-07,Home,4682.33,0,8,Wallet,No
O01196,C0272,2025-12-10,Fashion,3666.97,15,8,UPI,Yes
O01197,C0272,2025-02-03,Books,3779.4,20,4,Card,No
O01198,C0272,2025-02-01,Beauty,1870.81,0,4,COD,No
O01199,C0272,2024-07-11,Beauty,1649.33,0,5,Wallet,No
O01200,C0272,2025-08-22,Beauty,2169.86,15,6,COD,Yes
O01201,C0273,2026-07-10,Home,2031.5,20,7,UPI,Yes
O01202,C0273,2025-08-04,Beauty,630.26,15,1,UPI,No
O01203,C0273,2025-07-31,Home,3240.92,15,1,Card,Yes
O01204,C0274,2025-06-09,Books,1882.95,15,8,UPI,No
O01205,C0274,2025-09-19,Home,2636.29,10,5,Wallet,Yes
O01206,C0274,2025-02-06,Electronics,4520.9,0,7,UPI,Yes
O01207,C0274,2026-02-20,Home,4235.69,5,6,Wallet,Yes
O01208,C0274,2026-03-09,Electronics,1124.77,20,7,Wallet,Yes
O01209,C0274,2026-03-08,Books,4891.31,10,3,Card,No
O01210,C0274,2025-09-26,Beauty,677.97,0,3,Wallet,No
O01211,C0274,2025-07-14,Electronics,4753.76,0,4,UPI,No
O01212,C0275,2025-02-01,Books,321.39,10,3,Card,Yes
O01213,C0275,2024-08-21,Books,1625.23,10,4,UPI,No
O01214,C0276,2024-06-17,Home,713.97,5,5,UPI,Yes
O01215,C0276,2025-07-03,Books,4254.19,0,4,Wallet,Yes
O01216,C0276,2025-04-11,Fashion,553.16,15,2,Wallet,No
O01217,C0276,2025-05-19,Home,4081.04,0,3,Card,Yes
O01218,C0276,2024-06-12,Books,4884.4,20,6,UPI,Yes
O01219,C0276,2025-07-31,Fashion,3760.14,20,2,UPI,Yes
O01220,C0276,2025-07-27,Fashion,2656.37,10,3,UPI,Yes
O01221,C0276,2024-03-14,Electronics,1772.19,5,4,COD,No
O01222,C0277,2025-12-26,Books,3776.93,20,8,Wallet,Yes
O01223,C0277,2025-05-18,Books,1030.21,0,5,COD,Yes
O01224,C0277,2025-04-02,Books,4778.06,15,8,Wallet,No
O01225,C0277,2025-07-27,Books,3189.97,5,7,COD,No
O01226,C0277,2024-11-08,Beauty,2357.14,10,1,Wallet,No
O01227,C0278,2025-03-03,Books,1063.54,5,6,COD,Yes
O01228,C0279,2024-06-12,Home,246.24,5,1,Wallet,No
O01229,C0279,2024-10-03,Home,2895.87,20,7,Card,Yes
O01230,C0279,2024-05-23,Beauty,2892.6,15,2,Wallet,No
O01231,C0279,2024-12-31,Books,1151.12,15,1,UPI,No
O01232,C0279,2025-04-14,Fashion,772.44,20,8,COD,No
O01233,C0279,2024-10-07,Electronics,2966.79,20,5,UPI,No
O01234,C0280,2025-05-06,Books,3294.92,0,2,Wallet,No
O01235,C0281,2025-10-08,Home,3139.14,15,7,Wallet,Yes
O01236,C0281,2025-06-07,Electronics,4700.98,5,2,UPI,Yes
O01237,C0281,2024-10-10,Books,704.65,5,6,Card,Yes
O01238,C0281,2024-12-02,Beauty,3675.72,0,6,UPI,No
O01239,C0281,2024-07-04,Electronics,731.86,10,5,COD,No
O01240,C0281,2025-02-21,Beauty,3553.59,15,3,UPI,Yes
O01241,C0282,2024-10-16,Beauty,2704.47,15,4,Wallet,No
O01242,C0282,2025-05-08,Fashion,3908.69,0,8,COD,No
O01243,C0282,2024-09-05,Fashion,1894.45,0,4,UPI,No
O01244,C0282,2024-08-13,Books,1219.88,15,4,Card,No
O01245,C0282,2024-09-28,Home,1834.16,15,6,Card,Yes
O01246,C0282,2024-10-24,Books,1250.17,15,6,Card,No
O01247,C0282,2024-12-22,Fashion,529.47,10,7,UPI,Yes
O01248,C0282,2025-09-28,Fashion,4405.74,0,2,Wallet,Yes
O01249,C0283,2024-09-15,Home,4649.25,15,2,Card,Yes
O01250,C0283,2025-06-27,Electronics,2610.51,15,6,COD,No
O01251,C0283,2024-08-25,Books,435.85,5,7,COD,Yes
O01252,C0283,2025-07-03,Beauty,1047.9,20,5,Wallet,No
O01253,C0283,2024-09-05,Electronics,3469.57,5,4,UPI,Yes
O01254,C0284,2026-01-11,Books,1287.03,15,7,UPI,Yes
O01255,C0284,2026-01-03,Fashion,2576.82,10,3,COD,No
O01256,C0285,2025-09-12,Fashion,1017.12,5,2,COD,No
O01257,C0285,2025-06-05,Books,4818.77,10,8,UPI,Yes
O01258,C0285,2025-10-08,Electronics,4430.04,20,3,COD,No
O01259,C0285,2025-01-12,Books,2543.88,0,4,UPI,Yes
O01260,C0285,2025-11-04,Fashion,4209.72,0,3,UPI,No
O01261,C0286,2026-06-29,Electronics,1416.98,10,8,COD,No
O01262,C0286,2026-07-31,Electronics,3917.73,10,8,UPI,Yes
O01263,C0286,2026-04-12,Home,4310.07,15,3,UPI,Yes
O01264,C0286,2026-05-03,Fashion,1925.22,15,2,UPI,No
O01265,C0286,2026-05-22,Home,4939.19,10,3,COD,No
O01266,C0287,2024-12-10,Beauty,2981.68,0,6,Wallet,No
O01267,C0287,2025-10-19,Books,1584.36,5,1,Wallet,Yes
O01268,C0287,2026-04-17,Home,4840.02,15,3,COD,Yes
O01269,C0287,2025-08-26,Fashion,274.84,10,1,UPI,Yes
O01270,C0288,2024-10-29,Home,1406.88,20,6,Card,Yes
O01271,C0289,2025-10-25,Home,1250.52,5,8,Wallet,No
O01272,C0289,2026-02-13,Home,4841.15,10,2,COD,Yes
O01273,C0290,2025-05-08,Beauty,1400.1,5,7,COD,No
O01274,C0290,2025-01-11,Beauty,1627.2,5,8,Wallet,No
O01275,C0290,2025-01-22,Home,865.33,20,8,COD,No
O01276,C0291,2024-07-28,Electronics,4795.96,5,7,COD,Yes
O01277,C0292,2025-03-02,Books,2134.12,20,1,Wallet,Yes
O01278,C0292,2025-01-19,Home,462.53,20,2,UPI,No
O01279,C0292,2026-03-02,Electronics,3514.85,20,1,UPI,Yes
O01280,C0292,2026-04-06,Fashion,891.93,5,8,Card,No
O01281,C0292,2025-09-08,Books,3651.88,20,1,Card,Yes
O01282,C0292,2025-01-01,Beauty,200.17,0,2,Card,Yes
O01283,C0292,2025-02-08,Books,2473.96,0,8,UPI,No
O01284,C0293,2025-10-19,Books,4324.71,5,2,UPI,Yes
O01285,C0293,2024-12-19,Fashion,4129.04,20,4,Card,No
O01286,C0293,2025-11-30,Beauty,1592.17,15,2,COD,No
O01287,C0293,2025-08-31,Books,2051.94,15,2,Wallet,Yes
O01288,C0293,2024-08-24,Beauty,1560.43,15,2,UPI,No
O01289,C0294,2024-06-09,Home,2445.95,0,8,Card,No
O01290,C0294,2025-06-14,Home,4308.03,20,4,Wallet,Yes
O01291,C0294,2024-07-15,Beauty,3348.41,10,6,Wallet,Yes
O01292,C0294,2024-10-30,Books,3967.81,0,5,Wallet,No
O01293,C0294,2025-05-16,Beauty,3108.04,20,3,COD,Yes
O01294,C0294,2024-12-15,Beauty,3026.49,20,6,Wallet,Yes
O01295,C0295,2024-05-12,Home,2597.28,5,8,Card,Yes
O01296,C0295,2024-07-21,Books,3695.18,0,7,UPI,No
O01297,C0296,2024-03-30,Electronics,4633.04,15,6,Wallet,Yes
O01298,C0296,2024-09-20,Books,1139.45,10,8,Card,Yes
O01299,C0296,2024-08-12,Electronics,2283.5,20,4,UPI,Yes
O01300,C0296,2024-09-24,Electronics,359.55,10,3,Wallet,Yes
O01301,C0296,2025-02-11,Fashion,1089.46,5,8,Wallet,No
O01302,C0296,2025-02-28,Electronics,3168.7,15,3,Wallet,No
O01303,C0297,2025-07-05,Electronics,766.05,20,4,COD,Yes
O01304,C0297,2025-11-08,Home,4142.37,15,5,COD,Yes
O01305,C0297,2025-09-01,Beauty,4846.95,20,2,Card,No
O01306,C0297,2026-05-06,Beauty,3169.5,15,2,COD,Yes
O01307,C0297,2025-04-26,Fashion,1822.62,10,5,UPI,Yes
O01308,C0298,2024-12-12,Home,2569.06,0,1,Wallet,Yes
O01309,C0299,2025-07-15,Home,370.88,15,4,Wallet,No
O01310,C0300,2026-08-06,Electronics,3119.07,20,7,Wallet,Yes
O01311,C0300,2026-03-08,Books,3875.27,15,3,Card,Yes
O01312,C0300,2026-04-29,Home,766.36,5,6,COD,No
O01313,C0300,2025-04-05,Beauty,1343.22,0,2,Card,No
O01314,C0301,2025-03-17,Books,567.74,5,3,COD,Yes
O01315,C0301,2025-12-05,Home,1878.4,5,4,Wallet,No
O01316,C0301,2025-05-23,Home,3351.63,20,2,Card,No
O01317,C0301,2026-01-18,Books,4508.67,10,4,COD,No
O01318,C0302,2025-05-15,Beauty,1863.85,15,7,COD,Yes
O01319,C0302,2025-10-15,Home,4577.84,20,4,Card,Yes
O01320,C0303,2025-10-17,Books,4774.62,0,1,COD,No
O01321,C0303,2025-08-07,Electronics,1641.98,10,2,Wallet,No
O01322,C0303,2024-07-29,Books,4341.31,0,7,Card,Yes
O01323,C0303,2025-08-02,Beauty,1085.25,0,7,COD,Yes
O01324,C0303,2025-07-01,Home,4698.67,20,6,Card,Yes
O01325,C0303,2025-06-24,Books,3683.77,0,7,UPI,No
O01326,C0303,2025-04-30,Books,4320.87,20,8,COD,Yes
O01327,C0303,2025-08-04,Fashion,2443.2,0,4,COD,No
O01328,C0304,2024-03-24,Home,3154.63,10,6,UPI,Yes
O01329,C0304,2024-12-24,Home,2928.52,5,6,Wallet,No
O01330,C0304,2024-03-02,Electronics,2311.56,10,8,Wallet,Yes
O01331,C0304,2025-04-07,Home,481.21,20,2,COD,Yes
O01332,C0304,2025-05-10,Home,1063.06,15,5,Card,Yes
O01333,C0304,2024-08-10,Fashion,905.13,0,1,UPI,Yes
O01334,C0304,2025-07-16,Electronics,4330.74,20,6,Card,Yes
O01335,C0305,2025-06-17,Electronics,3082.78,0,6,Wallet,Yes
O01336,C0305,2026-10-08,Home,571.76,20,4,COD,No
O01337,C0305,2025-07-15,Fashion,3281.06,0,5,COD,No
O01338,C0305,2026-04-11,Books,4880.47,10,6,UPI,Yes
O01339,C0305,2026-05-15,Beauty,414.13,0,3,UPI,Yes
O01340,C0305,2026-03-19,Fashion,2651.82,15,6,UPI,Yes
O01341,C0306,2024-11-16,Beauty,4268.46,15,1,Wallet,No
O01342,C0306,2025-04-16,Fashion,1136.11,10,5,Card,No
O01343,C0306,2025-03-08,Fashion,2387.94,15,2,Wallet,No
O01344,C0306,2024-10-04,Home,1889.53,15,2,Card,No
O01345,C0306,2025-09-16,Beauty,1302.86,5,3,Wallet,Yes
O01346,C0306,2025-04-07,Home,4020.11,0,6,UPI,No
O01347,C0306,2025-09-19,Beauty,2624.12,15,3,Card,Yes
O01348,C0307,2026-07-19,Electronics,3765.7,15,3,UPI,Yes
O01349,C0307,2025-06-07,Books,835.41,10,7,Card,No
O01350,C0307,2025-11-27,Home,3617.52,10,2,UPI,Yes
O01351,C0307,2025-06-08,Books,3745.99,15,6,Wallet,No
O01352,C0307,2026-01-15,Fashion,3836.77,20,3,UPI,Yes
O01353,C0308,2026-04-27,Beauty,1738.1,20,3,COD,Yes
O01354,C0308,2025-11-27,Electronics,1627.27,20,6,Wallet,No
O01355,C0308,2026-02-28,Fashion,2043.53,0,3,Card,No
O01356,C0308,2026-09-17,Electronics,1535.63,10,6,COD,Yes
O01357,C0308,2025-08-03,Books,1581.65,5,8,Card,No
O01358,C0308,2025-12-25,Fashion,4946.27,10,2,Card,Yes
O01359,C0308,2025-11-01,Electronics,2850.38,20,3,UPI,Yes
O01360,C0308,2025-04-10,Home,2544.16,5,1,COD,No
O01361,C0309,2025-05-12,Books,2333.14,10,7,UPI,Yes
O01362,C0309,2025-10-22,Home,3711.84,0,2,Card,Yes
O01363,C0310,2025-05-05,Books,4482.91,0,1,COD,Yes
O01364,C0310,2024-07-23,Fashion,4756.08,5,1,Wallet,Yes
O01365,C0311,2026-05-03,Electronics,1556.48,20,4,Card,Yes
O01366,C0311,2026-02-28,Fashion,522.85,0,4,Wallet,No
O01367,C0311,2026-01-04,Home,3228.93,15,4,Card,No
O01368,C0312,2026-03-07,Electronics,2808.38,5,5,UPI,No
O01369,C0312,2026-05-10,Fashion,4852.94,15,6,UPI,Yes
O01370,C0312,2026-06-25,Home,4790.31,15,2,Card,No
O01371,C0312,2026-07-20,Electronics,3085.08,10,4,COD,Yes
O01372,C0312,2026-04-29,Home,491.86,10,6,Wallet,No
O01373,C0312,2026-06-02,Electronics,2240.96,10,5,Wallet,Yes
O01374,C0312,2026-02-17,Home,3254.08,15,1,Wallet,Yes
O01375,C0313,2025-03-02,Electronics,3103.81,15,1,UPI,No
O01376,C0313,2025-10-17,Electronics,3880.84,20,2,Card,No
O01377,C0313,2026-04-22,Beauty,1152.51,15,3,Card,No
O01378,C0313,2025-04-04,Books,4571.14,5,6,Card,Yes
O01379,C0313,2024-11-26,Beauty,4258.31,15,2,Wallet,Yes
O01380,C0313,2025-03-30,Fashion,1558.83,5,1,UPI,No
O01381,C0314,2025-06-02,Electronics,4127.82,0,5,UPI,No
O01382,C0314,2025-02-08,Electronics,270.76,20,3,Wallet,Yes
O01383,C0314,2025-12-04,Beauty,3966.9,0,7,COD,No
O01384,C0314,2026-05-03,Beauty,1172.8,15,5,Wallet,No
O01385,C0314,2026-04-03,Beauty,646.7,10,7,Wallet,No
O01386,C0314,2026-07-19,Electronics,2631.65,15,7,Wallet,No
O01387,C0314,2025-05-09,Books,2370.9,5,1,Wallet,No
O01388,C0315,2024-11-26,Fashion,657.87,15,3,Card,Yes
O01389,C0315,2025-01-24,Beauty,2135.34,20,8,Card,Yes
O01390,C0315,2026-01-20,Home,1409.71,5,5,UPI,No
O01391,C0316,2026-05-03,Fashion,2818.83,10,6,Wallet,No
O01392,C0316,2026-05-29,Electronics,2863.07,15,2,UPI,No
O01393,C0316,2025-04-28,Beauty,3833.06,0,3,Card,Yes
O01394,C0316,2026-03-12,Electronics,4374.8,15,2,Wallet,Yes
O01395,C0317,2025-09-16,Home,764.4,20,5,COD,No
O01396,C0318,2025-10-31,Books,2693.02,15,5,Card,No
O01397,C0318,2025-03-03,Electronics,988.34,10,8,Wallet,Yes
O01398,C0318,2025-03-18,Home,2458.37,5,1,Card,Yes
O01399,C0318,2026-01-28,Beauty,1788.97,15,1,Card,Yes
O01400,C0319,2025-01-12,Beauty,1517.99,10,7,COD,No
O01401,C0320,2025-08-07,Fashion,3707.16,10,5,UPI,Yes
O01402,C0320,2026-10-10,Home,3019.12,20,7,COD,No
O01403,C0320,2025-11-24,Fashion,1006.88,0,4,Card,Yes
O01404,C0321,2024-08-13,Books,2656.19,15,8,COD,No
O01405,C0322,2026-01-12,Beauty,1903.96,0,6,Card,Yes
O01406,C0322,2025-06-25,Beauty,3614.47,15,7,Wallet,No
O01407,C0322,2025-01-15,Home,2877.94,5,7,UPI,No
O01408,C0322,2026-01-04,Books,3899.57,5,6,Card,No
O01409,C0322,2025-10-02,Fashion,1059.23,15,1,COD,Yes
O01410,C0322,2024-09-19,Electronics,3013.7,10,6,COD,Yes
O01411,C0322,2025-06-20,Books,360.94,15,5,UPI,No
O01412,C0323,2025-08-29,Beauty,2553.44,0,8,UPI,No
O01413,C0323,2024-06-19,Fashion,3142.02,5,3,UPI,No
O01414,C0323,2024-09-20,Home,469.03,0,1,COD,Yes
O01415,C0323,2024-06-07,Fashion,1796.79,20,6,COD,Yes
O01416,C0323,2025-07-07,Electronics,2198.62,5,1,Card,No
O01417,C0323,2024-08-14,Home,1028.41,20,1,Card,No
O01418,C0323,2024-11-14,Home,3249.44,10,1,COD,Yes
O01419,C0323,2025-05-05,Beauty,2438.01,15,2,UPI,Yes
O01420,C0324,2025-05-06,Fashion,3880.27,10,1,Wallet,Yes
O01421,C0324,2025-12-24,Fashion,1677.36,10,4,UPI,No
O01422,C0324,2026-02-03,Beauty,1054.42,10,3,Wallet,Yes
O01423,C0324,2025-10-25,Fashion,1509.44,10,4,COD,No
O01424,C0324,2026-01-11,Beauty,643.58,10,6,COD,No
O01425,C0324,2025-10-07,Fashion,376.31,20,7,Card,No
O01426,C0325,2025-11-24,Electronics,2847.73,20,5,Card,No
O01427,C0325,2025-02-05,Electronics,2444.9,20,1,Card,No
O01428,C0325,2024-11-17,Home,2442.78,20,6,Wallet,Yes
O01429,C0325,2025-05-23,Electronics,3566.18,5,6,Wallet,No
O01430,C0325,2025-06-04,Fashion,1816.02,10,2,COD,Yes
O01431,C0325,2025-10-18,Books,2824.53,20,1,Wallet,No
O01432,C0326,2025-12-21,Home,2516.28,0,7,Card,Yes
O01433,C0326,2026-03-17,Beauty,2244.29,15,5,UPI,Yes
O01434,C0326,2026-06-18,Beauty,998.65,20,5,Card,Yes
O01435,C0326,2025-05-23,Electronics,3384.35,10,1,Card,No
O01436,C0326,2026-04-24,Electronics,2100.77,5,8,Card,Yes
O01437,C0326,2025-11-14,Fashion,1676.13,5,3,Wallet,Yes
O01438,C0327,2025-06-18,Beauty,1854.62,15,8,Card,No
O01439,C0327,2026-01-26,Electronics,4190.47,15,4,Card,No
O01440,C0327,2025-05-22,Home,2119.44,15,6,Wallet,Yes
O01441,C0327,2025-12-27,Fashion,2543.88,20,1,Card,Yes
O01442,C0327,2026-01-18,Beauty,1938.95,20,1,Wallet,Yes
O01443,C0327,2025-08-29,Electronics,862.78,5,4,COD,No
O01444,C0327,2025-04-11,Books,1830.02,5,3,COD,No
O01445,C0327,2026-02-06,Electronics,3441.31,10,8,Wallet,Yes
O01446,C0328,2025-03-14,Books,3493.11,0,2,Card,No
O01447,C0328,2024-08-03,Books,2958.47,0,7,Wallet,No
O01448,C0329,2025-11-09,Home,2609.9,20,8,COD,Yes
O01449,C0329,2025-02-04,Electronics,4907.53,5,7,UPI,No
O01450,C0330,2026-08-19,Books,1552.23,15,2,COD,Yes
O01451,C0331,2026-01-29,Beauty,3880.8,10,1,Card,No
O01452,C0331,2026-04-01,Home,2201.89,10,8,UPI,Yes
O01453,C0331,2026-04-01,Fashion,3713.14,5,7,UPI,Yes
O01454,C0331,2025-08-08,Books,3688.58,10,8,COD,No
