customer_id,customer_name,age,gender,city,signup_date,segment
C0449,Customer 449,23,Female,Pune,2024-11-27,Regular
C0450,Customer 450,52,Female,Delhi,2025-04-05,New
C0451,Customer 451,55,Male,Delhi,2025-04-29,Regular
C0452,Customer 452,38,Male,Delhi,2024-02-15,Regular
C0453,Customer 453,45,Female,Chennai,2024-10-12,Regular
C0454,Customer 454,29,Female,Delhi,2024-10-11,Regular
C0455,Customer 455,37,Male,Hyderabad,2024-11-16,Regular
C0456,Customer 456,53,Male,Chennai,2025-01-02,Regular
C0457,Customer 457,60,Male,Hyderabad,2024-07-14,Regular
C0458,Customer 458,31,Male,Chennai,2024-12-17,New
C0459,Customer 459,33,Male,Delhi,2024-12-25,Regular
C0460,Customer 460,38,Male,Mumbai,2024-09-08,New
C0461,Customer 461,33,Female,Bangalore,2024-04-04,Regular
C0462,Customer 462,47,Male,Mumbai,2024-02-26,New
C0463,Customer 463,18,Female,Bangalore,2025-04-11,Regular
C0464,Customer 464,39,Female,Mumbai,2024-03-10,Regular
C0465,Customer 465,19,Male,Pune,2024-03-06,Premium
C0466,Customer 466,23,Male,Hyderabad,2024-08-14,Regular
C0467,Customer 467,40,Female,Mumbai,2024-10-29,Regular
C0468,Customer 468,18,Female,Hyderabad,2024-10-05,Regular
C0469,Customer 469,32,Male,Delhi,2024-08-24,Regular
C0470,Customer 470,26,Female,Bangalore,2025-03-01,Regular
C0471,Customer 471,39,Male,Bangalore,2025-05-09,Regular
C0472,Customer 472,18,Male,Delhi,2024-10-20,Regular
C0473,Customer 473,42,Male,Mumbai,2024-07-29,Premium
C0474,Customer 474,34,Male,Mumbai,2025-04-02,Regular
C0475,Customer 475,52,Female,Delhi,2024-05-12,New
C0476,Customer 476,58,Female,Hyderabad,2024-12-25,Regular
C0477,Customer 477,20,Male,Delhi,2024-11-10,Premium
C0478,Customer 478,20,Female,Delhi,2024-11-28,Premium
C0479,Customer 479,34,Male,Chennai,2024-12-24,Regular
C0480,Customer 480,44,Male,Mumbai,2024-05-18,Regular
C0481,Customer 481,38,Male,Bangalore,2024-08-03,Regular
C0482,Customer 482,46,Female,Delhi,2024-10-19,Regular
C0483,Customer 483,36,Female,Hyderabad,2024-03-18,New
C0484,Customer 484,40,Female,Chennai,2024-08-08,Regular
C0485,Customer 485,25,Male,Chennai,2024-03-06,Regular
C0486,Customer 486,42,Male,Delhi,2024-11-06,Premium
C0487,Customer 487,59,Female,Mumbai,2024-11-24,Regular
C0488,Customer 488,35,Male,Delhi,2024-02-23,Premium
C0489,Customer 489,18,Female,Mumbai,2024-03-03,Regular
C0490,Customer 490,20,Female,Hyderabad,2025-04-07,Regular
C0491,Customer 491,32,Male,Hyderabad,2024-09-27,Regular
C0492,Customer 492,27,Female,Delhi,2024-03-24,Regular
C0493,Customer 493,50,Male,Mumbai,2025-02-03,New
C0494,Customer 494,40,Male,Bangalore,2025-02-06,Premium
C0495,Customer 495,54,Male,Bangalore,2025-02-24,New
C0496,Customer 496,27,Male,Hyderabad,2025-03-22,Regular
C0497,Customer 497,54,Male,Chennai,2024-04-15,New
C0498,Customer 498,19,Male,Mumbai,2025-01-09,Regular
C0499,Customer 499,58,Female,Mumbai,2024-03-27,New
C0500,Customer 500,55,Male,Mumbai,2024-12-28,Regular
C0501,Customer 501,20,Female,Bangalore,2025-04-25,Premium
C0502,Customer 502,50,Male,Pune,2024-09-02,Regular
C0503,Customer 503,24,Female,Mumbai,2024-05-26,Regular
C0504,Customer 504,24,Male,Chennai,2025-03-14,New
C0505,Customer 505,34,Male,Bangalore,2024-09-18,Regular
C0506,Customer 506,54,Male,Mumbai,2025-03-14,Premium
C0507,Customer 507,41,Male,Pune,2024-10-01,Regular
C0508,Customer 508,35,Female,Pune,2024-02-15,Regular
C0509,Customer 509,26,Female,Delhi,2024-01-22,Regular
C0510,Customer 510,46,Female,Hyderabad,2025-04-23,Regular
C0511,Customer 511,19,Female,Bangalore,2024-03-02,Regular
C0512,Customer 512,28,Female,Bangalore,2025-03-09,Regular
C0513,Customer 513,56,Male,Pune,2025-04-30,Premium
C0514,Customer 514,41,Female,Hyderabad,2024-08-11,Regular
C0515,Customer 515,37,Male,Hyderabad,2025-03-29,Regular
C0516,Customer 516,38,Male,Hyderabad,2024-07-23,Regular
C0517,Customer 517,52,Female,Delhi,2025-04-22,New
C0518,Customer 518,29,Male,Bangalore,2024-06-07,Regular
C0519,Customer 519,45,Female,Bangalore,2024-04-26,Regular
C0520,Customer 520,40,Female,Mumbai,2024-04-01,Regular
C0521,Customer 521,41,Male,Mumbai,2024-01-24,Regular
C0522,Customer 522,53,Male,Bangalore,2024-08-18,Regular
C0523,Customer 523,50,Female,Mumbai,2025-05-03,Regular
C0524,Customer 524,46,Male,Hyderabad,2024-10-30,Premium
C0525,Customer 525,38,Female,Chennai,2024-04-24,Regular
C0526,Customer 526,31,Female,Bangalore,2025-01-05,Premium
C0527,Customer 527,35,Female,Hyderabad,2024-06-03,Regular
C0528,Customer 528,40,Female,Mumbai,2025-03-18,Regular
C0529,Customer 529,37,Female,Pune,2024-01-10,Regular
C0530,Customer 530,26,Male,Mumbai,2024-01-09,Regular
C0531,Customer 531,23,Male,Mumbai,2024-01-29,Premium
C0532,Customer 532,56,Male,Delhi,2024-11-14,Premium
C0533,Customer 533,27,Male,Mumbai,2024-11-18,Regular
C0534,Customer 534,21,Female,Chennai,2024-02-14,New
C0535,Customer 535,21,Female,Delhi,2025-03-13,Premium
C0536,Customer 536,56,Male,Hyderabad,2024-04-01,Regular
C0537,Customer 537,42,Female,Pune,2024-02-27,New
C0538,Customer 538,56,Female,Mumbai,2025-04-30,Regular
C0539,Customer 539,27,Male,Chennai,2024-12-08,Regular
C0540,Customer 540,18,Male,Chennai,2024-06-01,New
C0541,Customer 541,36,Female,Chennai,2024-01-24,New
C0542,Customer 542,18,Male,Pune,2024-02-01,Regular
C0543,Customer 543,46,Female,Mumbai,2024-01-31,Regular
C0544,Customer 544,59,Male,Bangalore,2025-03-14,Premium
C0545,Customer 545,43,Male,Chennai,2024-12-22,Regular
C0546,Customer 546,47,Female,Chennai,2024-07-29,Regular
C0547,Customer 547,52,Female,Delhi,2024-12-07,Regular
C0548,Customer 548,55,Female,Pune,2024-02-22,Premium
C0549,Customer 549,35,Female,Delhi,2024-04-28,Premium
C0550,Customer 550,29,Male,Bangalore,2025-01-28,New
C0551,Customer 551,48,Female,Chennai,2024-06-06,Premium
C0552,Customer 552,28,Female,Chennai,2024-09-10,Regular
C0553,Customer 553,23,Female,Delhi,2024-11-02,Regular
C0554,Customer 554,59,Male,Hyderabad,2024-05-02,Regular
C0555,Customer 555,52,Male,Delhi,2024-09-02,Regular
C0556,Customer 556,21,Female,Hyderabad,2024-02-27,Regular
C0557,Customer 557,51,Male,Mumbai,2025-04-29,Regular
C0558,Customer 558,31,Male,Chennai,2025-02-10,Regular
C0559,Customer 559,33,Male,Chennai,2024-01-06,Premium
C0560,Customer 560,29,Male,Bangalore,2024-10-17,Regular
C0561,Customer 561,31,Male,Delhi,2024-08-02,Regular
C0562,Customer 562,45,Male,Bangalore,2024-11-24,Premium
C0563,Customer 563,35,Male,Bangalore,2024-01-04,Regular
C0564,Customer 564,41,Male,Chennai,2024-05-18,Premium
C0565,Customer 565,29,Male,Hyderabad,2024-04-14,New
C0566,Customer 566,41,Male,Bangalore,2024-10-19,New
C0567,Customer 567,18,Female,Mumbai,2024-08-30,Regular
C0568,Customer 568,20,Male,Chennai,2024-07-14,New
C0569,Customer 569,31,Male,Bangalore,2024-03-05,Regular
C0570,Customer 570,51,Female,Hyderabad,2024-10-20,Regular
C0571,Customer 571,36,Female,Hyderabad,2024-05-07,Regular
C0572,Customer 572,34,Male,Bangalore,2024-09-02,Regular
C0573,Customer 573,33,Male,Bangalore,2025-01-05,Premium
C0574,Customer 574,38,Female,Hyderabad,2024-04-14,Regular
C0575,Customer 575,23,Male,Chennai,2024-05-30,New
C0576,Customer 576,21,Male,Chennai,2024-01-13,New
C0577,Customer 577,20,Female,Pune,2024-07-14,Premium
C0578,Customer 578,53,Male,Hyderabad,2024-06-28,Premium
C0579,Customer 579,21,Female,Pune,2024-06-06,Regular
C0580,Customer 580,23,Female,Delhi,2024-04-03,New
C0581,Customer 581,23,Male,Bangalore,2024-02-11,Premium
C0582,Customer 582,18,Male,Mumbai,2025-04-16,Regular
C0583,Customer 583,26,Female,Mumbai,2024-04-09,Regular
C0584,Customer 584,38,Male,Hyderabad,2024-02-15,New
C0585,Customer 585,48,Female,Pune,2024-07-12,Regular
C0586,Customer 586,32,Female,Chennai,2024-03-09,Regular
C0587,Customer 587,41,Female,Hyderabad,2025-01-23,Regular
C0588,Customer 588,31,Male,Pune,2024-12-15,New
C0589,Customer 589,51,Male,Hyderabad,2024-12-17,Premium
C0590,Customer 590,29,Female,Pune,2024-03-16,Regular
C0591,Customer 591,57,Female,Bangalore,2024-03-21,Premium
C0592,Customer 592,23,Male,Hyderabad,2025-02-16,Regular
C0593,Customer 593,44,Male,Delhi,2024-04-04,Premium
C0594,Customer 594,40,Female,Chennai,2024-04-23,Regular
C0595,Customer 595,30,Male,Bangalore,2024-06-27,Regular
C0596,Customer 596,28,Male,Hyderabad,2024-04-08,Regular
C0597,Customer 597,27,Female,Hyderabad,2024-03-01,Regular
C0598,Customer 598,43,Female,Delhi,2025-01-04,New
C0599,Customer 599,34,Female,Pune,2024-12-28,Regular
C0600,Customer 600,28,Female,Delhi,2025-01-22,Regular
C0601,Customer 601,38,Female,Mumbai,2025-05-13,Regular
C0602,Customer 602,44,Female,Delhi,2024-03-09,Regular
C0603,Customer 603,32,Male,Pune,2024-01-10,Regular
C0604,Customer 604,18,Female,Bangalore,2025-03-12,Regular
C0605,Customer 605,29,Female,Bangalore,2024-08-25,New
C0606,Customer 606,29,Male,Delhi,2024-06-02,New
C0607,Customer 607,47,Female,Pune,2024-12-18,New
C0608,Customer 608,47,Female,Bangalore,2024-04-18,New
C0609,Customer 609,25,Male,Mumbai,2024-12-24,Regular
C0610,Customer 610,28,Female,Hyderabad,2024-12-14,Regular
C0611,Customer 611,25,Male,Delhi,2025-02-28,Regular
C0612,Customer 612,40,Female,Hyderabad,2024-05-24,Regular
C0613,Customer 613,41,Male,Delhi,2024-01-02,Regular
C0614,Customer 614,30,Male,Bangalore,2024-01-01,Premium
C0615,Customer 615,58,Male,Hyderabad,2024-01-30,Regular
C0616,Customer 616,18,Female,Chennai,2024-05-07,New
C0617,Customer 617,60,Male,Pune,2025-05-10,Premium
C0618,Customer 618,42,Male,Hyderabad,2024-01-06,Regular
C0619,Customer 619,20,Male,Mumbai,2025-03-12,Premium
C0620,Customer 620,54,Male,Pune,2025-04-13,Premium
C0621,Customer 621,32,Male,Bangalore,2024-02-01,Regular
C0622,Customer 622,45,Female,Mumbai,2024-09-09,New
C0623,Customer 623,18,Male,Pune,2024-09-17,Regular
C0624,Customer 624,21,Male,Bangalore,2024-01-02,Regular
C0625,Customer 625,56,Male,Pune,2024-12-29,Regular
C0626,Customer 626,30,Male,Hyderabad,2024-02-17,Regular
C0627,Customer 627,44,Female,Pune,2025-03-22,New
C0628,Customer 628,28,Female,Delhi,2024-06-22,Regular
C0629,Customer 629,44,Female,Chennai,2024-02-22,Premium
C0630,Customer 630,38,Female,Chennai,2024-12-14,Regular
C0631,Customer 631,37,Female,Chennai,2025-05-08,Premium
C0632,Customer 632,56,Female,Mumbai,2024-01-14,Regular
C0633,Customer 633,52,Male,Bangalore,2025-01-04,Premium
C0634,Customer 634,48,Female,Bangalore,2025-02-13,Regular
C0635,Customer 635,41,Female,Bangalore,2024-10-12,New
C0636,Customer 636,56,Male,Bangalore,2024-06-10,Regular
C0637,Customer 637,53,Male,Pune,2024-03-21,Regular
C0638,Customer 638,55,Female,Hyderabad,2025-02-22,Premium
C0639,Customer 639,46,Female,Mumbai,2024-12-17,Regular
C0640,Customer 640,38,Female,Hyderabad,2024-06-14,Regular
C0641,Customer 641,48,Male,Hyderabad,2025-02-24,Premium
C0642,Customer 642,31,Female,Bangalore,2025-04-14,Regular
C0643,Customer 643,35,Male,Chennai,2025-03-06,Regular
C0644,Customer 644,23,Male,Delhi,2025-05-11,Regular
C0645,Customer 645,59,Male,Hyderabad,2024-05-05,Regular
C0646,Customer 646,48,Male,Bangalore,2024-08-03,Regular
C0647,Customer 647,55,Male,Hyderabad,2024-04-13,Regular
C0648,Customer 648,33,Male,Mumbai,2024-03-18,Regular
C0649,Customer 649,43,Male,Bangalore,2024-01-04,Regular
C0650,Customer 650,56,Male,Delhi,2024-10-10,Premium
C0651,Customer 651,48,Male,Mumbai,2024-06-06,Premium
C0652,Customer 652,44,Female,Bangalore,2024-05-14,Premium
C0653,Customer 653,23,Female,Pune,2024-10-16,Regular
C0654,Customer 654,57,Male,Hyderabad,2024-05-17,New
C0655,Customer 655,53,Female,Bangalore,2024-10-16,New
C0656,Customer 656,53,Female,Hyderabad,2024-02-29,Premium
C0657,Customer 657,42,Male,Chennai,2025-03-20,Premium
C0658,Customer 658,23,Female,Delhi,2025-01-09,Regular
C0659,Customer 659,52,Male,Bangalore,2025-01-05,Regular
C0660,Customer 660,30,Male,Bangalore,2024-04-01,New
C0661,Customer 661,55,Male,Bangalore,2024-06-12,Regular
C0662,Customer 662,29,Female,Delhi,2024-06-04,Regular
C0663,Customer 663,43,Female,Pune,2025-04-17,Regular
C0664,Customer 664,60,Female,Bangalore,2024-05-06,Regular
C0665,Customer 665,29,Female,Mumbai,2024-07-22,Regular
C0666,Customer 666,36,Male,Chennai,2025-01-02,Regular
C0667,Customer 667,18,Male,Bangalore,2024-07-24,Premium
C0668,Customer 668,25,Male,Pune,2025-04-19,Regular
C0669,Customer 669,45,Female,Chennai,2024-02-08,New
C0670,Customer 670,26,Male,Chennai,2024-04-14,Regular
C0671,Customer 671,42,Female,Mumbai,2024-12-02,New
C0672,Customer 672,41,Male,Pune,2024-11-20,Regular
C0673,Customer 673,52,Female,Bangalore,2024-07-28,Regular
C0674,Customer 674,33,Male,Bangalore,2024-09-25,New
C0675,Customer 675,39,Male,Chennai,2024-11-09,Premium
C0676,Customer 676,53,Male,Pune,2024-09-11,Regular
C0677,Customer 677,37,Male,Chennai,2024-12-19,Regular
C0678,Customer 678,37,Male,Delhi,2024-04-18,Regular
C0679,Customer 679,55,Female,Mumbai,2024-05-24,Premium
C0680,Customer 680,40,Male,Bangalore,2024-03-05,Regular
C0681,Customer 681,42,Female,Hyderabad,2024-02-20,New
C0682,Customer 682,57,Male,Bangalore,2024-04-10,Regular
C0683,Customer 683,37,Male,Bangalore,2024-11-06,New
C0684,Customer 684,31,Male,Bangalore,2025-04-03,Premium
C0685,Customer 685,27,Female,Delhi,2025-02-16,Regular
C0686,Customer 686,19,Male,Delhi,2024-12-25,Regular
C0687,Customer 687,33,Male,Pune,2025-01-31,New
C0688,Customer 688,30,Male,Pune,2024-07-21,Regular
C0689,Customer 689,54,Male,Pune,2024-12-11,Regular
C0690,Customer 690,21,Male,Delhi,2024-05-24,Regular
C0691,Customer 691,51,Male,Bangalore,2025-02-13,Premium
C0692,Customer 692,47,Female,Hyderabad,2024-03-21,New
C0693,Customer 693,47,Male,Bangalore,2024-08-28,Premium
C0694,Customer 694,43,Female,Hyderabad,2024-06-28,Regular
C0695,Customer 695,25,Male,Bangalore,2025-01-25,Regular
C0696,Customer 696,31,Female,Pune,2024-01-12,New
C0697,Customer 697,37,Female,Bangalore,2024-02-14,Regular
C0698,Customer 698,56,Male,Chennai,2024-10-05,Regular
C0699,Customer 699,23,Female,Pune,2024-02-07,New
C0700,Customer 700,26,Male,Hyderabad,2025-03-21,Regular
C0701,Customer 701,55,Female,Chennai,2024-05-29,Regular
C0702,Customer 702,53,Male,Delhi,2025-04-12,Regular
C0703,Customer 703,48,Male,Chennai,2024-06-17,Regular
C0704,Customer 704,59,Male,Bangalore,2025-03-22,Regular
C0705,Customer 705,58,Female,Mumbai,2025-03-03,New
C0706,Customer 706,30,Male,Bangalore,2025-03-11,Regular
C0707,Customer 707,26,Male,Hyderabad,2025-04-26,Premium
C0708,Customer 708,28,Female,Mumbai,2024-11-18,Premium
C0709,Customer 709,32,Female,Mumbai,2024-08-16,Premium
C0710,Customer 710,40,Female,Delhi,2024-07-24,New
C0711,Customer 711,32,Male,Hyderabad,2024-10-26,Regular
C0712,Customer 712,18,Male,Hyderabad,2024-03-22,Regular
C0713,Customer 713,40,Male,Pune,2024-09-14,Premium
C0714,Customer 714,45,Female,Mumbai,2024-05-07,Premium
C0715,Customer 715,26,Female,Bangalore,2024-11-05,Regular
C0716,Customer 716,43,Female,Bangalore,2024-09-14,Regular
C0717,Customer 717,37,Male,Bangalore,2024-10-06,New
C0718,Customer 718,48,Male,Bangalore,2024-08-07,New
C0719,Customer 719,23,Female,Pune,2024-09-12,Regular
C0720,Customer 720,41,Female,Bangalore,2024-07-09,Regular
C0721,Customer 721,29,Male,Bangalore,2024-07-10,Regular
C0722,Customer 722,26,Female,Hyderabad,2024-03-28,Regular
C0723,Customer 723,36,Female,Chennai,2025-04-02,Regular
C0724,Customer 724,52,Female,Hyderabad,2024-05-22,Premium
C0725,Customer 725,22,Female,Delhi,2024-09-12,Regular
C0726,Customer 726,33,Male,Mumbai,2025-04-07,Regular
C0727,Customer 727,24,Male,Delhi,2024-12-25,Regular
C0728,Customer 728,60,Female,Bangalore,2024-09-02,Regular
C0729,Customer 729,28,Female,Mumbai,2024-05-17,Regular
C0730,Customer 730,40,Male,Bangalore,2024-07-29,Regular
C0731,Customer 731,32,Male,Chennai,2024-04-29,Regular
C0732,Customer 732,45,Female,Delhi,2024-09-16,Regular
C0733,Customer 733,54,Female,Delhi,2024-05-07,Regular
C0734,Customer 734,51,Female,Bangalore,2025-02-12,Regular
C0735,Customer 735,52,Female,Hyderabad,2024-08-29,Regular
C0736,Customer 736,33,Female,Chennai,2025-01-24,Regular
C0737,Customer 737,48,Male,Hyderabad,2025-01-23,New
C0738,Customer 738,52,Male,Chennai,2024-08-15,Regular
C0739,Customer 739,50,Female,Pune,2024-07-01,New
C0740,Customer 740,46,Female,Hyderabad,2025-01-18,Regular
C0741,Customer 741,27,Male,Delhi,2025-04-13,New
C0742,Customer 742,50,Female,Hyderabad,2024-08-20,Regular
C0743,Customer 743,23,Female,Pune,2024-09-30,Regular
C0744,Customer 744,32,Male,Chennai,2024-10-27,Regular
C0745,Customer 745,56,Male,Delhi,2024-03-06,Premium
C0746,Customer 746,39,Female,Delhi,2024-02-12,Premium
C0747,Customer 747,53,Male,Chennai,2024-03-02,Regular
C0748,Customer 748,42,Male,Bangalore,2024-11-24,Regular
C0749,Customer 749,27,Male,Mumbai,2024-10-01,Regular
C0750,Customer 750,40,Male,Pune,2024-01-06,Regular
C0751,Customer 751,37,Female,Hyderabad,2025-03-09,Premium
C0752,Customer 752,19,Male,Pune,2024-09-17,Regular
C0753,Customer 753,39,Male,Chennai,2025-03-03,Regular
C0754,Customer 754,44,Male,Chennai,2024-09-05,Regular
C0755,Customer 755,25,Female,Chennai,2024-06-08,Regular
C0756,Customer 756,51,Female,Bangalore,2024-07-10,Regular
C0757,Customer 757,39,Male,Bangalore,2024-08-20,Premium
C0758,Customer 758,48,Male,Mumbai,2024-08-21,Regular
C0759,Customer 759,45,Female,Bangalore,2024-04-23,Regular
C0760,Customer 760,24,Female,Pune,2024-05-10,Regular
C0761,Customer 761,38,Male,Chennai,2024-12-31,Regular
C0762,Customer 762,56,Female,Delhi,2024-12-24,New
C0763,Customer 763,41,Female,Pune,2024-05-02,Premium
C0764,Customer 764,60,Female,Chennai,2024-04-02,Regular
C0765,Customer 765,36,Male,Chennai,2024-05-23,Premium
C0766,Customer 766,59,Male,Pune,2024-10-09,Regular
C0767,Customer 767,42,Male,Chennai,2025-04-11,New
C0768,Customer 768,37,Male,Pune,2024-04-27,New
C0769,Customer 769,34,Male,Pune,2024-06-22,Regular
C0770,Customer 770,39,Female,Delhi,2024-01-03,New
C0771,Customer 771,34,Female,Pune,2024-03-31,Regular
C0772,Customer 772,42,Female,Pune,2025-05-04,Regular
C0773,Customer 773,28,Male,Bangalore,2024-04-13,Regular
C0774,Customer 774,43,Male,Chennai,2024-10-02,Regular
C0775,Customer 775,19,Female,Chennai,2025-02-13,Regular
C0776,Customer 776,23,Male,Mumbai,2024-06-22,New
C0777,Customer 777,28,Female,Delhi,2024-07-01,Regular
C0778,Customer 778,58,Male,Delhi,2024-11-13,Regular
C0779,Customer 779,26,Male,Bangalore,2024-11-12,Regular
C0780,Customer 780,28,Male,Delhi,2024-09-15,Regular
C0781,Customer 781,39,Female,Chennai,2024-11-18,Premium
C0782,Customer 782,47,Male,Hyderabad,2024-03-16,Regular
C0783,Customer 783,52,Female,Chennai,2024-10-21,Regular
C0784,Customer 784,21,Female,Delhi,2025-01-05,Regular
C0785,Customer 785,24,Male,Delhi,2024-06-07,Premium
C0786,Customer 786,32,Female,Chennai,2025-01-01,Regular
C0787,Customer 787,20,Male,Delhi,2024-06-09,Regular
C0788,Customer 788,53,Male,Hyderabad,2024-07-23,Regular
C0789,Customer 789,40,Female,Hyderabad,2024-01-24,Regular
C0790,Customer 790,55,Female,Bangalore,2024-02-25,Regular
C0791,Customer 791,38,Female,Chennai,2024-04-24,New
C0792,Customer 792,20,Female,Bangalore,2024-05-07,New
C0793,Customer 793,37,Male,Mumbai,2024-06-04,New
C0794,Customer 794,55,Male,Pune,2025-02-21,Premium
C0795,Customer 795,24,Female,Chennai,2024-08-20,Regular
C0796,Customer 796,24,Female,Pune,2024-11-07,Regular
C0797,Customer 797,35,Female,Hyderabad,2024-02-01,Regular
C0798,Customer 798,21,Female,Chennai,2025-03-02,Premium
C0799,Customer 799,55,Female,Mumbai,2024-06-20,Regular
C0800,Customer 800,24,Male,Chennai,2024-04-30,Premium
C0801,Customer 801,41,Male,Hyderabad,2024-07-06,Regular
C0802,Customer 802,24,Female,Hyderabad,2024-08-31,Regular
C0803,Customer 803,34,Male,Mumbai,2025-02-07,Premium
C0804,Customer 804,21,Female,Chennai,2024-02-07,Regular
C0805,Customer 805,44,Male,Chennai,2024-01-11,Regular
C0806,Customer 806,37,Female,Mumbai,2024-05-12,Regular
C0807,Customer 807,38,Female,Hyderabad,2024-11-14,Regular
C0808,Customer 808,28,Female,Pune,2024-02-22,Regular
C0809,Customer 809,28,Male,Pune,2024-02-12,Regular
C0810,Customer 810,31,Female,Mumbai,2024-01-07,Regular
C0811,Customer 811,43,Female,Hyderabad,2024-12-29,Regular
C0812,Customer 812,28,Male,Mumbai,2024-07-09,Regular
C0813,Customer 813,35,Female,Hyderabad,2024-06-28,Regular
C0814,Customer 814,40,Female,Delhi,2024-06-15,Regular
C0815,Customer 815,24,Female,Pune,2024-08-26,Regular
C0816,Customer 816,34,Male,Chennai,2024-01-16,Regular
C0817,Customer 817,30,Female,Mumbai,2024-04-30,Regular
C0818,Customer 818,44,Female,Delhi,2024-04-09,Premium
C0819,Customer 819,26,Male,Pune,2024-01-27,Premium
C0820,Customer 820,20,Male,Delhi,2024-03-29,New
C0821,Customer 821,21,Female,Hyderabad,2024-08-20,Regular
C0822,Customer 822,27,Male,Hyderabad,2025-05-03,Regular
C0823,Customer 823,46,Female,Mumbai,2024-03-02,New
C0824,Customer 824,32,Female,Pune,2024-05-25,Regular
C0825,Customer 825,57,Female,Pune,2024-12-05,Regular
C0826,Customer 826,25,Female,Bangalore,2024-09-30,Regular
C0827,Customer 827,21,Female,Pune,2024-02-16,Premium
C0828,Customer 828,60,Male,Pune,2024-01-27,Regular
C0829,Customer 829,24,Female,Pune,2025-05-05,Regular
C0830,Customer 830,36,Male,Hyderabad,2025-02-07,Regular
C0831,Customer 831,24,Male,Mumbai,2025-02-13,New
C0832,Customer 832,22,Female,Delhi,2024-08-01,Regular
C0833,Customer 833,28,Male,Bangalore,2024-02-16,Regular
C0834,Customer 834,52,Male,Delhi,2024-12-06,Regular
C0835,Customer 835,47,Female,Bangalore,2025-04-01,Regular
C0836,Customer 836,56,Female,Chennai,2024-07-13,New
C0837,Customer 837,21,Male,Chennai,2025-04-28,Regular
C0838,Customer 838,40,Male,Delhi,2024-05-06,Regular
C0839,Customer 839,58,Female,Mumbai,2024-03-07,Regular
C0840,Customer 840,21,Male,Pune,2024-03-17,Premium
C0841,Customer 841,45,Male,Chennai,2025-01-30,Regular
C0842,Customer 842,50,Female,Bangalore,2025-02-14,Regular
C0843,Customer 843,51,Male,Chennai,2024-11-12,Premium
C0844,Customer 844,38,Male,Bangalore,2024-04-08,Regular
C0845,Customer 845,49,Male,Bangalore,2024-12-05,Premium
C0846,Customer 846,45,Female,Bangalore,2024-01-31,Regular
C0847,Customer 847,56,Male,Mumbai,2024-12-17,Regular
C0848,Customer 848,47,Male,Chennai,2024-05-04,Regular
C0849,Customer 849,24,Female,Mumbai,2024-04-26,Regular
C0850,Customer 850,35,Female,Delhi,2025-03-25,Regular
C0851,Customer 851,30,Female,Bangalore,2024-02-05,Regular
C0852,Customer 852,40,Male,Hyderabad,2025-03-07,Premium
C0853,Customer 853,36,Female,Mumbai,2024-10-13,New
C0854,Customer 854,22,Female,Bangalore,2025-03-28,Premium
C0855,Customer 855,21,Male,Pune,2024-01-03,Regular
C0856,Customer 856,31,Male,Chennai,2025-04-11,Regular
C0857,Customer 857,48,Female,Delhi,2025-03-12,Regular
C0858,Customer 858,23,Female,Mumbai,2024-06-20,Regular
C0859,Customer 859,31,Male,Mumbai,2024-04-28,Premium
C0860,Customer 860,47,Male,Chennai,2024-05-17,Regular
C0861,Customer 861,41,Male,Bangalore,2024-12-21,New
C0862,Customer 862,46,Female,Mumbai,2025-04-09,Regular
C0863,Customer 863,31,Female,Delhi,2025-04-29,Regular
C0864,Customer 864,21,Male,Chennai,2025-02-11,Regular
C0865,Customer 865,23,Female,Chennai,2025-04-15,Regular
C0866,Customer 866,25,Male,Pune,2024-03-31,New
C0867,Customer 867,37,Male,Mumbai,2024-01-22,New
C0868,Customer 868,21,Male,Chennai,2024-10-13,Regular
C0869,Customer 869,55,Male,Bangalore,2025-05-07,Regular
C0870,Customer 870,20,Male,Hyderabad,2025-01-04,Regular
C0871,Customer 871,36,Female,Mumbai,2025-05-10,Regular
C0872,Customer 872,44,Male,Pune,2025-01-17,Premium
C0873,Customer 873,58,Female,Delhi,2024-09-25,Regular
C0874,Customer 874,42,Male,Chennai,2025-02-27,Premium
C0875,Customer 875,19,Female,Chennai,2025-03-17,Premium
C0876,Customer 876,57,Female,Mumbai,2024-09-22,Regular
C0877,Customer 877,18,Female,Hyderabad,2024-03-22,Premium
C0878,Customer 878,25,Female,Mumbai,2025-02-19,Regular
C0879,Customer 879,26,Male,Hyderabad,2025-04-30,New
C0880,Customer 880,32,Female,Delhi,2024-01-10,Regular
C0881,Customer 881,53,Female,Hyderabad,2024-10-23,New
C0882,Customer 882,51,Female,Delhi,2024-08-06,Regular
C0883,Customer 883,23,Male,Delhi,2024-02-08,Regular
C0884,Customer 884,20,Female,Bangalore,2024-04-02,Regular
C0885,Customer 885,29,Female,Chennai,2024-12-11,New
C0886,Customer 886,40,Female,Pune,2025-03-29,Regular
C0887,Customer 887,52,Female,Hyderabad,2024-04-27,Regular
C0888,Customer 888,27,Male,Chennai,2025-02-14,Regular
C0889,Customer 889,31,Female,Pune,2024-05-08,Premium
C0890,Customer 890,31,Male,Hyderabad,2024-12-24,Premium
C0891,Customer 891,60,Female,Mumbai,2025-02-09,Regular
C0892,Customer 892,58,Female,Hyderabad,2024-04-05,New
C0893,Customer 893,59,Male,Chennai,2025-03-02,New
C0894,Customer 894,51,Female,Chennai,2024-04-21,Regular
C0895,Customer 895,38,Male,Pune,2025-03-29,Regular
