customer_id,last_purchase_date,total_orders,total_spend,avg_delivery_delay_days,support_tickets,churn_status
C0483,2025-08-16,8,25451.43,3.5,3,Churned
C0484,2025-11-24,1,2859.72,3.0,0,Active
C0485,2025-07-21,6,13893.43,5.166666666666667,3,Churned
C0486,2026-04-18,6,9088.04,3.8333333333333335,3,Active
C0487,2025-04-24,2,4444.99,5.5,3,Churned
C0488,2025-08-10,7,11876.29,2.142857142857143,4,Churned
C0489,2025-06-15,6,22699.26,4.333333333333333,3,Churned
C0490,2026-05-21,5,14563.13,4.8,0,Active
C0491,2026-01-12,8,23906.73,4.875,4,Active
C0492,2025-06-28,2,3925.16,5.5,1,Churned
C0493,2026-06-27,6,19208.94,3.6666666666666665,2,Active
C0494,2026-02-22,2,7130.22,2.0,4,Active
C0495,2026-02-12,8,25801.760000000002,5.25,3,Active
C0496,2026-06-25,5,10722.11,6.0,1,Active
C0497,2025-03-23,1,4531.1,6.0,3,Churned
C0498,2025-06-04,2,6761.51,6.5,2,Churned
C0499,2025-03-10,6,19131.07,4.166666666666667,2,Churned
C0500,2025-02-16,2,1422.3300000000002,4.5,3,Churned
C0501,2026-09-06,5,11529.69,5.4,0,Active
C0502,2025-08-04,4,8319.07,5.5,1,Churned
C0503,2024-12-04,1,3375.16,3.0,3,Churned
C0504,2026-05-20,1,4226.87,1.0,2,Active
C0505,2025-10-17,2,6881.289999999999,6.0,4,Active
C0506,2026-06-13,7,17367.2,4.285714285714286,3,Active
C0507,2026-04-04,6,13754.02,4.5,3,Active
C0508,2025-07-09,4,14691.01,2.25,2,Churned
C0509,2025-03-14,1,1416.64,4.0,2,Churned
C0510,2025-12-09,2,3288.14,4.5,0,Active
C0511,2025-04-09,7,18013.54,4.714285714285714,2,Churned
C0512,2026-02-01,2,6329.02,4.0,2,Active
C0513,2026-08-08,7,21096.66,5.142857142857143,1,Active
C0514,2026-01-08,7,14028.46,4.285714285714286,3,Active
C0515,2026-09-27,7,19485.100000000002,4.571428571428571,2,Active
C0516,2024-11-15,1,1537.56,1.0,1,Churned
C0517,2025-05-30,1,321.52,3.0,2,Churned
C0518,2025-12-01,7,19907.79,5.285714285714286,3,Active
C0519,2025-09-13,8,18614.47,4.5,2,Churned
C0520,2025-08-18,6,16108.75,3.5,2,Churned
C0521,2025-04-07,2,2118.86,3.5,4,Churned
C0522,2025-12-05,8,16349.45,5.875,4,Active
C0523,2026-06-13,4,8986.09,4.75,1,Active
C0524,2026-02-18,4,11971.88,5.5,2,Active
C0525,2025-06-22,8,22178.14,5.375,1,Churned
C0526,2026-06-21,4,7643.1,4.25,3,Active
C0527,2025-06-03,2,4384.82,3.0,4,Churned
C0528,2026-02-27,6,22747.34,5.333333333333333,4,Active
C0529,2025-06-10,7,15311.32,4.714285714285714,0,Churned
C0530,2025-04-05,4,10649.55,2.5,0,Churned
C0531,2025-06-12,5,13048.240000000002,5.4,4,Churned
C0532,2025-12-15,1,1926.85,4.0,2,Active
C0533,2026-04-22,3,9705.16,3.6666666666666665,0,Active
C0534,2024-10-13,1,3545.07,7.0,0,Churned
C0535,2025-10-30,1,3071.67,6.0,0,Active
C0536,2025-07-11,2,2114.99,4.5,2,Churned
C0537,2025-07-31,5,12314.18,3.6,3,Churned
C0538,2026-05-03,5,8652.06,5.0,3,Active
C0539,2025-12-25,5,7462.839999999999,5.0,1,Active
C0540,2025-11-21,6,13201.28,4.666666666666667,1,Active
C0541,2025-05-21,4,12958.279999999999,6.75,4,Churned
C0542,2025-01-30,3,5751.26,4.333333333333333,2,Churned
C0543,2025-04-22,8,21817.95,5.125,0,Churned
C0544,2026-07-06,3,9819.26,4.0,2,Active
C0545,2026-02-17,6,12395.18,4.833333333333333,3,Active
C0546,2025-05-22,6,11071.31,3.3333333333333335,3,Churned
C0547,2025-11-28,2,2623.54,4.0,2,Active
C0548,2024-09-06,4,15302.14,5.75,3,Churned
C0549,2025-03-26,3,8301.3,4.333333333333333,3,Churned
C0550,2026-01-03,1,1332.38,5.0,0,Active
C0551,2025-10-20,5,16185.45,2.8,2,Active
C0552,2025-08-31,4,9239.52,4.75,0,Churned
C0553,2026-02-28,5,11870.45,6.2,3,Active
C0554,2025-10-10,1,2477.28,3.0,4,Active
C0555,2025-11-17,7,18319.06,4.428571428571429,0,Active
C0556,2025-05-21,4,10888.07,5.0,4,Churned
C0557,2026-03-02,3,9701.55,5.666666666666667,4,Active
C0558,2026-07-31,7,20439.9,2.7142857142857144,1,Active
C0559,2025-02-21,8,13676.85,5.75,4,Churned
C0560,2026-02-27,7,10312.619999999999,3.857142857142857,1,Active
C0561,2025-09-28,5,16912.559999999998,3.2,0,Churned
C0562,2026-05-03,7,22809.27,4.142857142857143,4,Active
C0563,2025-05-25,1,3509.44,5.0,1,Churned
C0564,2025-09-07,2,3517.81,6.5,2,Churned
C0565,2025-10-05,5,9955.55,4.2,3,Active
C0566,2026-02-08,6,11976.74,3.3333333333333335,2,Active
C0567,2025-07-09,7,19234.170000000002,4.714285714285714,0,Churned
C0568,2026-01-14,2,9231.9,3.5,1,Active
C0569,2025-05-27,5,13535.22,3.4,3,Churned
C0570,2026-03-08,3,10978.07,1.6666666666666667,2,Active
C0571,2025-01-21,4,10111.52,2.75,4,Churned
C0572,2026-02-12,1,1531.18,4.0,3,Active
C0573,2025-11-27,2,5513.18,5.0,0,Active
C0574,2025-05-20,7,19247.37,6.428571428571429,1,Churned
C0575,2025-09-18,3,6711.639999999999,3.6666666666666665,2,Churned
C0576,2025-06-06,3,6230.13,4.0,2,Churned
C0577,2025-02-09,3,12909.83,6.0,3,Churned
C0578,2025-12-28,7,20089.170000000002,4.714285714285714,1,Active
C0579,2025-11-29,7,20847.98,4.428571428571429,1,Active
C0580,2025-01-14,4,10910.0,5.25,1,Churned
C0581,2025-03-15,4,15078.17,6.0,4,Churned
C0582,2026-10-17,8,21591.77,3.625,4,Active
C0583,2025-07-20,3,5818.63,3.6666666666666665,1,Churned
C0584,2025-02-22,5,10029.16,2.8,1,Churned
C0585,2025-08-30,5,15596.869999999999,3.8,2,Churned
C0586,2025-02-22,2,5663.84,2.0,4,Churned
C0587,2026-06-06,8,16617.77,4.25,2,Active
C0588,2025-11-27,4,10417.46,6.25,1,Active
C0589,2026-05-14,4,10823.3,5.5,2,Active
C0590,2025-07-23,3,9243.09,2.3333333333333335,2,Churned
C0591,2025-05-28,5,10267.86,4.2,3,Churned
C0592,2026-02-02,1,3489.2,1.0,0,Active
C0593,2025-06-22,5,15859.119999999999,2.4,2,Churned
C0594,2025-09-06,7,11718.61,3.857142857142857,0,Churned
C0595,2025-03-05,3,6966.530000000001,3.3333333333333335,2,Churned
C0596,2025-07-07,3,8971.16,4.333333333333333,2,Churned
C0597,2025-04-11,4,13930.71,5.5,3,Churned
C0598,2026-05-16,8,21855.66,5.125,4,Active
C0599,2025-07-01,2,6003.41,4.0,1,Churned
C0600,2026-04-11,2,5908.21,3.5,3,Active
C0601,2026-11-11,7,11488.66,5.142857142857143,1,Active
C0602,2025-03-14,1,2265.48,3.0,4,Churned
C0603,2024-08-22,2,3008.75,6.0,4,Churned
C0604,2026-06-28,3,8715.369999999999,4.666666666666667,0,Active
C0605,2025-11-04,8,25420.43,5.0,1,Active
C0606,2025-09-05,4,8488.52,3.75,1,Churned
C0607,2026-06-18,5,9770.01,4.4,2,Active
C0608,2025-09-30,8,25105.5,4.875,1,Churned
C0609,2026-06-02,3,6999.1900000000005,6.333333333333333,3,Active
C0610,2025-11-02,1,4034.34,6.0,0,Active
C0611,2026-07-16,7,12026.11,3.4285714285714284,3,Active
C0612,2025-06-18,1,3074.31,2.0,0,Churned
C0613,2025-06-10,4,14243.08,4.25,4,Churned
C0614,2025-06-13,8,18006.17,3.625,3,Churned
C0615,2025-03-23,4,10504.619999999999,4.25,1,Churned
C0616,2025-11-04,8,20734.03,3.75,4,Active
C0617,2026-01-28,1,1092.78,7.0,3,Active
C0618,2025-04-28,7,14084.68,4.428571428571429,4,Churned
C0619,2026-08-26,5,9142.029999999999,4.8,3,Active
C0620,2026-09-04,6,13410.0,4.333333333333333,2,Active
C0621,2025-01-08,3,10869.96,3.6666666666666665,3,Churned
C0622,2025-07-29,4,15610.7,2.25,3,Churned
C0623,2025-08-12,2,7587.879999999999,5.0,1,Churned
C0624,2025-02-07,5,14383.43,2.2,1,Churned
C0625,2026-05-13,4,8607.380000000001,3.5,3,Active
C0626,2025-02-24,7,18315.29,5.571428571428571,0,Churned
C0627,2026-04-24,7,18851.91,2.857142857142857,1,Active
C0628,2025-11-09,8,22448.809999999998,5.0,4,Active
C0629,2025-08-15,7,10750.65,4.142857142857143,2,Churned
C0630,2025-11-06,1,3668.87,2.0,2,Active
C0631,2026-09-27,4,5059.89,3.5,3,Active
C0632,2024-10-05,4,9935.98,5.25,4,Churned
C0633,2025-09-06,3,6944.2,3.3333333333333335,3,Churned
C0634,2026-06-07,6,17669.35,5.166666666666667,1,Active
C0635,2026-02-09,6,19655.19,4.833333333333333,3,Active
C0636,2025-10-20,4,15856.380000000001,5.75,4,Active
C0637,2025-02-22,2,4232.18,7.0,0,Churned
C0638,2026-01-02,5,17602.100000000002,4.0,4,Active
C0639,2026-01-15,4,14379.0,4.25,1,Active
C0640,2025-12-10,6,15581.17,6.0,0,Active
C0641,2025-11-03,1,2159.4,1.0,4,Active
C0642,2026-01-24,3,11964.94,6.0,1,Active
C0643,2026-05-23,5,14391.5,5.4,1,Active
C0644,2026-10-29,5,17025.86,4.8,4,Active
C0645,2025-05-10,1,3668.34,7.0,2,Churned
C0646,2025-11-05,8,21647.19,4.25,0,Active
C0647,2025-07-31,4,12434.78,4.5,1,Churned
C0648,2025-09-05,2,6522.93,4.0,1,Churned
C0649,2025-04-14,1,3013.45,4.0,1,Churned
C0650,2025-12-15,7,19255.45,6.0,4,Active
C0651,2025-08-29,4,15179.689999999999,6.0,0,Churned
C0652,2025-08-07,4,11608.87,7.0,3,Churned
C0653,2025-11-05,5,20062.05,6.2,1,Active
C0654,2025-04-27,1,263.01,3.0,2,Churned
C0655,2026-02-27,4,16555.13,4.5,1,Active
C0656,2025-07-13,8,11850.34,4.5,4,Churned
C0657,2026-07-31,7,21132.2,4.571428571428571,2,Active
C0658,2025-11-30,4,8064.7,4.75,0,Active
C0659,2026-03-25,5,14331.46,5.0,4,Active
C0660,2025-05-20,3,3630.1800000000003,3.3333333333333335,2,Churned
C0661,2025-11-24,7,16370.66,4.142857142857143,2,Active
C0662,2025-10-17,8,26053.06,5.0,2,Active
C0663,2026-03-30,4,6371.6,5.0,2,Active
C0664,2025-10-16,7,22629.73,5.285714285714286,2,Active
C0665,2025-12-22,3,10914.91,4.0,0,Active
C0666,2026-05-23,7,16678.88,2.7142857142857144,4,Active
C0667,2025-06-09,1,3349.55,3.0,4,Churned
C0668,2026-02-23,2,4239.83,3.0,1,Active
C0669,2025-06-20,2,5974.04,5.0,2,Churned
C0670,2025-09-19,5,15014.2,3.8,4,Churned
C0671,2026-01-04,4,6372.110000000001,4.75,4,Active
C0672,2025-12-25,8,19705.44,5.5,1,Active
C0673,2025-12-24,8,16423.88,4.375,0,Active
C0674,2025-07-30,1,691.17,5.0,2,Churned
C0675,2025-08-05,2,2189.98,5.5,0,Churned
C0676,2025-12-31,4,11497.259999999998,3.25,0,Active
C0677,2026-06-17,7,11286.42,4.857142857142857,1,Active
C0678,2025-07-28,2,6686.99,5.5,2,Churned
C0679,2025-07-16,8,20519.82,3.25,3,Churned
C0680,2024-11-10,4,4442.74,3.0,1,Churned
C0681,2025-08-21,5,12454.33,5.2,0,Churned
C0682,2025-09-03,8,21941.43,5.25,1,Churned
C0683,2026-02-14,4,10234.95,6.25,1,Active
C0684,2026-05-11,2,5544.549999999999,4.0,4,Active
C0685,2026-04-29,6,16176.42,5.333333333333333,1,Active
C0686,2025-10-15,5,13694.8,4.4,3,Active
C0687,2025-11-04,1,1719.95,7.0,3,Active
C0688,2026-01-05,3,10512.72,2.0,1,Active
C0689,2026-06-01,7,21451.96,3.7142857142857144,2,Active
C0690,2025-11-10,7,14791.09,5.571428571428571,2,Active
C0691,2026-07-20,8,24122.690000000002,4.75,4,Active
C0692,2025-09-03,4,11092.96,4.0,0,Churned
C0693,2025-08-21,5,10048.91,6.2,2,Churned
C0694,2025-07-22,5,13024.570000000002,5.2,3,Churned
C0695,2026-03-31,6,12787.23,4.5,4,Active
C0696,2025-03-05,3,7790.38,3.0,4,Churned
C0697,2025-08-07,6,20105.79,3.5,3,Churned
C0698,2026-01-18,4,17950.17,5.75,2,Active
C0699,2025-06-07,4,8387.19,4.25,3,Churned
C0700,2026-07-05,4,14497.52,4.0,0,Active
C0701,2025-04-25,2,6630.35,8.0,3,Churned
C0702,2025-06-26,1,4608.59,5.0,4,Churned
C0703,2024-11-07,2,6344.89,5.5,4,Churned
C0704,2026-07-10,3,7146.54,3.3333333333333335,3,Active
C0705,2026-04-19,1,3375.52,6.0,1,Active
C0706,2026-04-09,1,1007.11,1.0,0,Active
C0707,2026-10-28,7,18322.239999999998,6.571428571428571,1,Active
C0708,2026-03-18,7,19179.33,6.142857142857143,1,Active
C0709,2025-10-22,6,12746.65,5.333333333333333,2,Active
C0710,2026-01-12,3,8021.72,4.333333333333333,0,Active
C0711,2026-01-22,5,13215.779999999999,3.6,4,Active
C0712,2025-02-23,4,13798.8,5.5,3,Churned
C0713,2026-01-05,5,6626.8,4.6,1,Active
C0714,2024-08-25,2,5230.57,5.0,4,Churned
C0715,2026-04-05,8,22145.85,5.125,3,Active
C0716,2025-08-02,4,9854.86,3.5,4,Churned
C0717,2026-04-08,4,12782.189999999999,1.75,2,Active
C0718,2025-07-26,6,14880.58,4.333333333333333,3,Churned
C0719,2026-02-08,2,3447.75,5.0,2,Active
C0720,2025-12-29,4,12535.130000000001,4.5,1,Active
C0721,2026-01-06,7,18353.72,4.142857142857143,2,Active
C0722,2025-09-11,2,5394.7,5.0,3,Churned
C0723,2026-02-20,1,973.9,3.0,3,Active
C0724,2025-11-03,6,20568.4,3.8333333333333335,0,Active
C0725,2025-07-27,4,8700.529999999999,4.25,4,Churned
C0726,2026-08-02,8,22588.58,5.5,4,Active
C0727,2026-02-27,2,6806.88,5.0,1,Active
C0728,2025-07-15,3,7541.6900000000005,3.0,1,Churned
C0729,2024-10-26,1,3527.01,4.0,0,Churned
C0730,2025-11-20,7,18478.09,5.0,4,Active
C0731,2025-05-14,5,12542.4,4.4,1,Churned
C0732,2025-09-03,3,6571.17,4.666666666666667,2,Churned
C0733,2025-05-29,6,16091.09,5.166666666666667,4,Churned
C0734,2026-05-04,6,11857.69,5.666666666666667,3,Active
C0735,2026-01-14,2,7056.639999999999,3.0,1,Active
C0736,2026-06-24,4,12027.84,2.0,4,Active
C0737,2026-04-19,6,11767.26,4.166666666666667,4,Active
C0738,2026-01-05,8,26829.47,6.25,2,Active
C0739,2025-06-18,5,16488.33,3.6,3,Churned
C0740,2026-07-12,7,20840.12,5.428571428571429,3,Active
C0741,2026-02-22,2,6768.34,5.5,1,Active
C0742,2025-08-21,5,10951.75,3.8,3,Churned
C0743,2026-01-15,3,9003.81,5.333333333333333,1,Active
C0744,2024-12-23,1,4965.21,2.0,0,Churned
C0745,2024-06-20,3,9492.83,5.666666666666667,3,Churned
C0746,2025-01-05,4,11947.34,7.0,1,Churned
C0747,2025-01-11,2,5637.02,3.5,1,Churned
C0748,2026-05-18,1,3254.95,3.0,0,Active
C0749,2026-02-25,2,4647.61,6.0,4,Active
C0750,2025-05-25,6,9382.87,4.0,2,Churned
C0751,2026-09-04,7,21412.45,4.285714285714286,3,Active
C0752,2026-03-05,5,10290.7,3.4,0,Active
C0753,2026-05-25,3,11157.68,4.0,0,Active
C0754,2026-02-27,7,17275.07,5.285714285714286,3,Active
C0755,2025-11-07,7,23224.45,2.4285714285714284,1,Active
C0756,2025-11-30,6,13502.99,5.5,3,Active
C0757,2025-12-23,3,8543.669999999998,5.333333333333333,1,Active
C0758,2026-02-02,5,11089.89,5.6,4,Active
C0759,2025-09-04,6,17241.09,4.666666666666667,0,Churned
C0760,2025-11-05,8,20094.379999999997,5.25,1,Active
C0761,2026-05-27,4,11386.779999999999,4.75,1,Active
C0762,2026-03-25,2,6667.21,3.5,3,Active
C0763,2025-09-19,7,23589.38,4.0,2,Churned
C0764,2025-03-10,5,14766.4,5.8,4,Churned
C0765,2025-11-20,2,6049.33,3.5,0,Active
C0766,2026-03-02,4,14897.78,4.5,4,Active
C0767,2026-09-04,8,16775.690000000002,5.5,2,Active
C0768,2025-08-14,8,20167.97,3.25,3,Churned
C0769,2025-11-30,6,21786.86,5.333333333333333,2,Active
C0770,2025-04-12,4,10398.19,6.75,4,Churned
C0771,2025-08-02,8,22020.690000000002,5.75,0,Churned
C0772,2026-08-01,7,16528.36,5.571428571428571,0,Active
C0773,2025-05-29,3,9384.029999999999,3.6666666666666665,3,Churned
C0774,2026-03-31,5,13566.630000000001,6.0,1,Active
C0775,2026-08-05,8,18625.03,3.625,2,Active
C0776,2025-03-25,3,4854.76,6.333333333333333,1,Churned
C0777,2025-04-27,5,18564.280000000002,3.8,0,Churned
C0778,2025-03-03,1,2914.38,8.0,1,Churned
C0779,2026-02-16,2,7079.129999999999,5.5,0,Active
C0780,2026-01-20,6,15192.65,4.0,0,Active
C0781,2026-01-18,8,20791.29,4.75,0,Active
C0782,2024-10-25,3,11417.74,3.0,3,Churned
C0783,2025-12-21,7,26144.43,3.7142857142857144,3,Active
C0784,2026-06-15,5,9876.369999999999,4.2,1,Active
C0785,2025-11-19,8,15157.63,3.0,3,Active
C0786,2026-06-13,5,11467.46,4.2,3,Active
C0787,2025-11-04,7,21681.65,4.857142857142857,1,Active
C0788,2025-12-09,8,26673.23,4.25,1,Active
C0789,2024-12-29,4,5801.85,2.75,4,Churned
C0790,2025-07-17,6,15541.970000000001,5.0,2,Churned
C0791,2025-08-01,4,9357.43,6.5,2,Churned
C0792,2025-09-17,6,13817.1,4.666666666666667,2,Churned
C0793,2025-03-01,5,12707.089999999998,5.0,2,Churned
C0794,2026-07-21,6,10961.31,2.3333333333333335,0,Active
C0795,2025-07-09,4,6602.47,4.5,2,Churned
C0796,2025-04-26,5,10965.87,7.0,0,Churned
C0797,2025-06-08,5,16897.68,3.4,4,Churned
C0798,2025-08-24,1,4625.19,5.0,2,Churned
C0799,2025-08-08,4,10967.09,3.0,3,Churned
C0800,2025-09-06,5,21454.96,5.4,4,Churned
C0801,2025-08-21,4,6471.82,4.75,3,Churned
C0802,2025-11-09,3,2534.6,1.6666666666666667,1,Active
C0803,2025-10-02,2,4073.78,5.0,1,Active
C0804,2025-06-27,2,3983.08,5.5,4,Churned
C0805,2025-06-13,7,18917.6,3.857142857142857,2,Churned
C0806,2025-10-06,7,16696.97,3.7142857142857144,0,Active
C0807,2026-05-09,4,8132.98,4.25,0,Active
C0808,2025-07-30,3,3990.74,2.3333333333333335,0,Churned
C0809,2025-06-28,7,21929.31,4.571428571428571,4,Churned
C0810,2024-10-12,3,10131.130000000001,3.6666666666666665,2,Churned
C0811,2026-04-26,7,12830.2,5.285714285714286,4,Active
C0812,2025-06-07,1,2615.43,4.0,3,Churned
C0813,2025-12-27,7,22728.27,3.5714285714285716,0,Active
C0814,2025-12-11,8,27077.89,3.375,0,Active
C0815,2025-12-21,7,18577.3,4.714285714285714,3,Active
C0816,2025-06-19,6,16587.02,4.333333333333333,3,Churned
C0817,2025-08-05,6,12104.27,4.0,0,Churned
C0818,2025-08-04,5,13975.3,3.4,0,Churned
C0819,2025-04-26,6,12643.84,5.666666666666667,1,Churned
C0820,2025-04-20,5,16150.57,4.4,3,Churned
C0821,2025-12-03,8,22928.08,3.875,0,Active
C0822,2025-09-20,1,2660.72,3.0,2,Churned
C0823,2025-08-12,8,26107.620000000003,5.125,3,Churned
C0824,2025-09-18,8,23500.95,3.25,4,Churned
C0825,2026-03-02,3,7518.72,6.666666666666667,0,Active
C0826,2026-03-18,6,12872.24,5.0,0,Active
C0827,2025-08-17,2,1967.9699999999998,6.5,3,Churned
C0828,2025-07-25,5,11829.32,4.4,2,Churned
C0829,2026-08-30,8,21002.010000000002,4.0,4,Active
C0830,2026-03-31,6,11098.16,4.333333333333333,2,Active
C0831,2026-07-02,1,2813.75,3.0,1,Active
C0832,2026-01-09,6,13692.26,3.5,4,Active
C0833,2025-05-04,4,14689.04,6.25,4,Churned
C0834,2026-03-15,6,15149.640000000001,4.666666666666667,0,Active
C0835,2026-06-01,2,6861.39,5.0,3,Active
C0836,2025-09-28,5,12464.88,6.0,1,Churned
C0837,2025-08-27,1,1358.35,8.0,2,Churned
C0838,2025-08-18,2,4341.0,2.5,2,Churned
C0839,2025-06-24,8,30867.81,4.625,0,Churned
C0840,2025-07-15,3,11733.95,4.666666666666667,0,Churned
C0841,2026-01-28,5,17504.06,4.8,3,Active
C0842,2025-10-02,4,4888.74,4.75,3,Active
C0843,2025-12-06,2,6896.93,3.0,3,Active
C0844,2025-09-22,8,24740.66,5.25,4,Churned
C0845,2025-10-25,1,3898.61,8.0,4,Active
C0846,2025-01-19,1,3050.28,5.0,2,Churned
C0847,2026-06-18,4,9856.810000000001,5.0,2,Active
C0848,2025-09-24,8,20093.32,5.25,3,Churned
C0849,2025-10-04,8,20423.51,3.875,1,Active
C0850,2026-03-23,6,20931.77,6.166666666666667,1,Active
C0851,2025-05-25,4,8397.439999999999,5.25,0,Churned
C0852,2026-06-10,6,9747.49,3.8333333333333335,3,Active
C0853,2026-01-24,4,12257.59,5.5,2,Active
C0854,2026-05-29,5,13907.02,4.6,0,Active
C0855,2025-02-22,3,7363.860000000001,4.666666666666667,1,Churned
C0856,2026-09-10,6,15947.7,5.166666666666667,2,Active
C0857,2026-08-05,7,22578.86,5.285714285714286,1,Active
C0858,2025-08-12,3,8028.72,4.333333333333333,1,Churned
C0859,2025-08-24,6,10851.960000000001,2.6666666666666665,4,Churned
C0860,2025-11-03,6,13196.07,5.5,4,Active
C0861,2026-04-04,6,14697.95,5.5,1,Active
C0862,2026-03-20,5,14720.19,6.2,2,Active
C0863,2026-10-08,4,7996.18,6.25,2,Active
C0864,2026-07-04,4,4796.03,6.0,2,Active
C0865,2026-09-21,5,9651.63,5.6,0,Active
C0866,2025-09-16,6,11014.25,4.5,3,Churned
C0867,2025-07-03,4,10617.36,4.25,0,Churned
C0868,2026-03-11,5,12035.66,4.8,0,Active
C0869,2026-05-14,4,12468.64,3.75,0,Active
C0870,2026-03-22,6,15785.029999999999,5.666666666666667,3,Active
C0871,2026-06-29,2,4849.62,1.5,1,Active
C0872,2026-06-15,8,16957.46,4.625,4,Active
C0873,2026-03-11,7,18067.41,5.571428571428571,4,Active
C0874,2026-08-17,6,15287.14,3.0,2,Active
C0875,2026-04-14,4,9529.31,3.25,0,Active
C0876,2026-03-16,6,18796.15,4.833333333333333,1,Active
C0877,2025-07-28,8,19161.98,5.25,1,Churned
C0878,2025-12-25,4,11901.53,4.75,0,Active
C0879,2026-08-18,5,11740.119999999999,5.2,2,Active
C0880,2025-06-09,7,15875.369999999999,5.142857142857143,0,Churned
C0881,2025-12-01,6,12952.0,4.5,3,Active
C0882,2025-12-21,4,10754.400000000001,4.75,3,Active
C0883,2025-07-31,5,15863.06,4.8,3,Churned
C0884,2024-10-05,1,3856.04,8.0,0,Churned
C0885,2026-05-07,8,24876.23,5.375,2,Active
C0886,2026-09-11,6,18736.329999999998,3.8333333333333335,4,Active
C0887,2025-10-17,4,5583.46,4.25,2,Active
C0888,2026-06-24,8,27103.25,3.875,1,Active
C0889,2025-09-02,6,16157.460000000001,5.833333333333333,1,Churned
C0890,2026-05-21,7,17563.12,3.857142857142857,1,Active
C0891,2026-04-24,2,7029.79,6.0,0,Active
C0892,2025-03-22,1,941.67,1.0,3,Churned
C0893,2026-04-16,7,16167.91,2.4285714285714284,0,Active
C0894,2025-10-12,8,25414.49,4.5,2,Active
C0895,2026-08-31,5,14977.25,5.8,3,Active
C0896,2026-04-01,4,6397.599999999999,4.75,4,Active
C0897,2025-09-22,3,7370.43,3.3333333333333335,2,Churned
C0898,2025-10-18,6,19785.010000000002,4.833333333333333,2,Active
C0899,2025-04-23,4,10679.79,5.0,2,Churned
C0900,2025-07-11,4,11672.28,5.5,0,Churned
C0901,2025-09-13,1,1635.09,2.0,1,Churned
C0902,2026-01-23,7,17566.019999999997,4.857142857142857,4,Active
C0903,2025-06-16,2,4852.37,5.5,4,Churned
C0904,2026-01-23,7,14741.7,5.0,1,Active
C0905,2025-09-08,5,14007.8,3.8,2,Churned
C0906,2025-01-20,7,20045.9,3.0,4,Churned
C0907,2025-04-24,6,21283.1,3.6666666666666665,1,Churned
C0908,2026-08-13,8,23746.27,3.875,1,Active
C0909,2025-11-21,1,530.36,2.0,0,Active
C0910,2025-08-15,7,21472.72,4.714285714285714,1,Churned
C0911,2025-07-23,4,10607.73,4.75,4,Churned
C0912,2026-07-01,6,14757.15,5.0,4,Active
C0913,2026-09-10,8,21371.28,2.75,0,Active
C0914,2026-05-25,8,16062.04,4.5,2,Active
C0915,2025-08-09,8,23767.300000000003,3.5,1,Churned
C0916,2026-03-08,6,19070.41,5.5,0,Active
C0917,2026-03-11,2,6477.14,3.0,4,Active
C0918,2024-04-24,1,4379.12,7.0,4,Churned
C0919,2024-11-24,3,9272.970000000001,3.3333333333333335,2,Churned
C0920,2025-12-24,8,14683.65,5.125,1,Active
C0921,2026-03-17,5,15016.36,3.8,0,Active
C0922,2025-06-08,5,14691.02,4.4,3,Churned
C0923,2025-04-08,3,11111.47,4.666666666666667,3,Churned
C0924,2025-12-29,1,3909.24,4.0,4,Active
C0925,2026-05-11,8,31254.989999999998,2.625,0,Active
C0926,2026-01-22,8,19300.7,4.0,0,Active
C0927,2025-04-05,2,4675.82,7.5,1,Churned
C0928,2026-04-24,1,3723.08,5.0,3,Active
C0929,2026-08-09,7,20224.8,4.285714285714286,4,Active
C0930,2024-07-17,1,819.15,3.0,3,Churned
C0931,2025-12-12,5,8882.38,5.6,1,Active
C0932,2026-04-15,6,14827.14,4.333333333333333,2,Active
C0933,2025-06-17,6,15004.47,5.5,0,Churned
C0934,2026-07-27,8,26868.87,2.625,2,Active
C0935,2025-08-23,8,19517.09,4.0,0,Churned
C0936,2026-07-28,2,4281.83,4.0,3,Active
C0937,2025-11-08,8,20671.27,5.5,1,Active
C0938,2026-07-08,5,13050.25,4.8,1,Active
C0939,2025-06-16,8,18136.63,4.25,2,Churned
C0940,2025-03-05,4,16302.86,4.25,4,Churned
C0941,2026-09-27,4,13155.98,4.75,0,Active
C0942,2026-04-14,3,7309.09,5.0,1,Active
C0943,2025-10-19,6,16300.18,4.0,4,Active
C0944,2025-11-04,5,17365.52,4.6,2,Active
C0945,2026-05-27,6,13010.83,5.333333333333333,1,Active
C0946,2025-01-25,1,4707.0,8.0,0,Churned
C0947,2025-07-22,7,19261.010000000002,4.571428571428571,1,Churned
C0948,2026-07-14,7,25273.32,4.571428571428571,1,Active
C0949,2025-11-03,7,27231.04,3.857142857142857,2,Active
C0950,2026-05-26,4,10086.94,3.75,0,Active
C0951,2025-11-03,7,12740.94,4.285714285714286,1,Active
C0952,2026-08-22,5,13187.289999999999,6.0,3,Active
C0953,2025-11-16,6,16344.0,5.833333333333333,2,Active
C0954,2026-02-11,4,6319.16,3.5,4,Active
C0955,2025-12-05,7,17876.850000000002,4.428571428571429,3,Active
C0956,2025-08-28,8,15772.4,5.375,1,Churned
C0957,2025-04-23,4,10889.29,5.0,1,Churned
C0958,2024-01-16,1,2446.67,2.0,4,Churned
C0959,2026-04-24,8,14520.55,4.0,1,Active
C0960,2026-01-20,8,21338.33,4.375,4,Active
C0961,2025-06-03,6,16444.63,4.166666666666667,2,Churned
